id,location,name,specification,type_name,location_code,inventory_status_code,work_order_name,work_order_item_number,account_code,clli_code,st_clli_cd,st_co_id,st_ownr_co_nm,st_vntge_yr,st_rmks,st_sap_stk_id,st_trmnl_id,st_sap_actvy_cd,st_sap_ntwk_id,st_envmt_cd,st_fbr_grnd_pnt_ind,st_rte_pdstl_exch_txt
STRUCTURE_REG16/479780,010100000030032855A12B5AC0B880CB2EDB3B4940,PED:JSPED:C199306,,JOINT STANDARD PED,LOC_C6200538,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 260 MIKKELSON DR,,,BU,,"R 260 MIKKELSON DR, REGNSK"
STRUCTURE_REG16/480360,0101000000881278505E2B5AC0A85C49AEBF3B4940,PED:JSPED:C202349,,JOINT STANDARD PED,LOC_C6203534,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 714 SNEDDON ST,,,BU,,"R 714 SNEDDON ST, REGNSK"
STRUCTURE_REG16/480366,0101000000F06B23525E2B5AC0B87D863FDC3B4940,PED:SST::11447565,,COMPANY STEEL STAKE,LOC_C6202877,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,,2021,,,,0010,104604,U,,", REGNSK"
STRUCTURE_REG16/480393,0101000000A0385CB867295AC0B8387179B93B4940,PED:JSPED::13089805,,JOINT STANDARD PED,LOC_12211462,IPL,REGN114606,27530599,,REGNSK,,REGNSK04,SASKPOWER,2023,,,,0010,114606,BU,,", REGNSK"
STRUCTURE_REG16/481744,0101000000AC4F5A34742B5AC070770C85CB3B4940,PED:SST::11500394,,COMPANY STEEL STAKE,LOC_C6204048,PDA,REGN106535-0010,23229079,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2021,,127035,,0010,106535,BU,,", REGNSK"
STRUCTURE_REG16/482876,010100000064E219DE332B5AC0105718D9103C4940,PED:JSPED:C214285,,JOINT STANDARD PED,LOC_C6215269,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 98 READ AVE,,,BU,,"R 98 READ AVE, REGNSK"
STRUCTURE_REG16/483955,0101000000A42DFF38B92A5AC08021B53ACD3A4940,PED:JSPED:C210619,,JOINT STANDARD PED,LOC_C6211637,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5963 MALLARD WAY,,,BU,,"R 5963 MALLARD WAY, REGNSK"
STRUCTURE_REG16/483964,0101000000CC5E2082162B5AC0685184B35F3A4940,PED:JSPED:C223310,,JOINT STANDARD PED,LOC_C6224201,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1448 MCCARTHY BLVD,,,BU,,"R 1448 MCCARTHY BLVD, REGNSK"
STRUCTURE_REG16/483975,01010000007CDDB6DDCE2A5AC0B834E1782D3B4940,PED:SST:C200137,,COMPANY STEEL STAKE,LOC_C6201356,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,R 1026 HOWSON ST,,,BU,,"R 1026 HOWSON ST, REGNSK"
STRUCTURE_REG16/484008,0101000000740BD3E07E2B5AC02881A16F543C4940,PED:JSPED:C197336,,JOINT STANDARD PED,LOC_C6198581,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 106 CARTER CRES,,,BU,,"R 106 CARTER CRES, REGNSK"
STRUCTURE_REG16/484271,0101000000E8C0E121462B5AC0E8D45E49543C4940,PED:JSPED:C207494,,JOINT STANDARD PED,LOC_C6208581,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 254 FULTON DR,,,BU,,"R 254 FULTON DR, REGNSK"
STRUCTURE_REG16/484875,0101000000B067D41EC42B5AC080E2493D113C4940,PED:JSPED:C194321,,JOINT STANDARD PED,LOC_C6195622,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 274 READ AVE,,,BU,,"R 274 READ AVE, REGNSK"
STRUCTURE_REG16/484926,01010000007CC6711FDA2A5AC0C824A19C043B4940,PED:JSPED:C204973,,JOINT STANDARD PED,LOC_C6206108,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6141 5TH AVE,,,BU,,"R 6141 5TH AVE, REGNSK"
STRUCTURE_REG16/484927,0101000000187346B06B2B5AC060D7B836483C4940,PED:JTPED:C207194,,JOINT SPC TRF PED,LOC_C6208303,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/484935,010100000028B9E37D572B5AC058219705413C4940,PED:JSPED:C197495,,JOINT STANDARD PED,LOC_C6198736,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 55 SHERMAN RD,,,BU,,"R 55 SHERMAN RD, REGNSK"
STRUCTURE_REG16/484950,01010000003C226227D52A5AC0389A9235B53B4940,PED:JSPED:C198041,,JOINT STANDARD PED,LOC_C6199269,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/484971,010100000054390D81BE2A5AC0285D2FF7103C4940,PED:JSPED:C212354,,JOINT STANDARD PED,LOC_C6213359,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5948 MCKINLEY AVE,,,BU,,"R 5948 MCKINLEY AVE, REGNSK"
STRUCTURE_REG16/484972,010100000034011E02BB2B5AC0B084C4C9BF3B4940,PED:SST:C200412,,COMPANY STEEL STAKE,LOC_C6201607,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/484981,0101000000687DC97A952A5AC028BAF4BDF33B4940,PED:JTPED:C211133,,JOINT SPC TRF PED,LOC_C6212137,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/484995,010100000058466BBE8A2B5AC06064F5C0673C4940,PED:JSPED:C196752,,JOINT STANDARD PED,LOC_C6197998,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/485013,0101000000D8F92A6BAE2A5AC0083312B3F43B4940,PED:JSPED:C211150,,JOINT STANDARD PED,LOC_C6212155,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/488220,0101000000C0191D0C0C295AC0A8745F242D3A4940,PED:SST::8148651,,COMPANY STEEL STAKE,LOC_C6204902,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK01,SASKTEL,2014,2 SASKTEL GUARD POSTS,101057,UNK,0010,974103,BU,,"UNK, REGNSK"
STRUCTURE_REG16/489426,0101000000843D0946A72B5AC0F0C1A3AEB13B4940,PED:JUPED::11242451,,JOINT TRF PED,LOC_10850186,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,2020,,,,,,BU,,", REGNSK"
STRUCTURE_REG16/489433,010100000084C094F8912C5AC0D07D042EEA394940,PED:JUPED::9021028,,JOINT TRF PED,LOC_8743623,IPL,,0,,REGNSK,,REGNSK01,SASKPOWER,2016,,,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/491136,010100000094EEBFDF992C5AC06042708FF7394940,PED:SST::9231534,,COMPANY STEEL STAKE,LOC_8920597,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK01,SASKTEL,2016,,127035,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/492707,01010000001049786B8E2C5AC04877AEC7FB394940,PED:JSPED::9021039,,JOINT STANDARD PED,LOC_8743628,IPL,,0,,REGNSK,,REGNSK01,SASKPOWER,2016,,,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/492906,0101000000F8FD95A7692C5AC0C05EE968143A4940,PED:JSPED::9021353,,JOINT STANDARD PED,LOC_8744593,IPL,,0,,REGNSK,,REGNSK01,SASKPOWER,2016,,,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/494356,01010000009C4A99E3BB2B5AC060DFB002B63B4940,PED:SST::9058444,,COMPANY STEEL STAKE,LOC_C6201667,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2016,LENGTH=DEPTH,100791,R 180 RITTER AVE,0010,985491,U,,"R 180 RITTER AVE, REGNSK"
STRUCTURE_REG16/497869,0101000000B8F226AD822B5AC0D866571F243C4940,PED:JSPED:C196993,,JOINT STANDARD PED,LOC_C6198231,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 418 FULTON DR,,,BU,,"R 418 FULTON DR, REGNSK"
STRUCTURE_REG16/498269,01010000006C94D88F962B5AC080EC8E2FDB3B4940,PED:JSPED:C205565,,JOINT STANDARD PED,LOC_C6206689,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 244 MIKKELSON DR,,,BU,,"R 244 MIKKELSON DR, REGNSK"
STRUCTURE_REG16/499477,0101000000F82728AD4E2B5AC080D9BDAFA63B4940,PED:JSPED:C198471,,JOINT STANDARD PED,LOC_C6199706,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/500065,0101000000CCD7AB16182B5AC0802E451F973B4940,PED:SST::11414608,,COMPANY STEEL STAKE,LOC_C6204420,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,,2021,,127035,,0010,104604,U,,", REGNSK"
STRUCTURE_REG16/503217,010100000074A75E5E90295AC0B8C90158B03B4940,PED:JTPED:C237538,,JOINT SPC TRF PED,LOC_C6238200,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/503813,010100000068A78090D92A5AC0A0E506D1473C4940,PED:JSPED:C207147,,JOINT STANDARD PED,LOC_C6208259,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 51 TRUDELLE CRES,,,BU,,"R 51 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/504095,0101000000BCDD6E56782B5AC0D0C3F61E243C4940,PED:JSPED:C196991,,JOINT STANDARD PED,LOC_C6198226,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 398 FULTON DR,,,BU,,"R 398 FULTON DR, REGNSK"
STRUCTURE_REG16/504106,01010000006C4A0A10EB2A5AC0884D3DD5183B4940,PED:JSPED:C200063,,JOINT STANDARD PED,LOC_C6201282,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 129 KRAUSS ST,,,BU,,"R 129 KRAUSS ST, REGNSK"
STRUCTURE_REG16/504136,01010000001497C4080A2B5AC0989AFE6B473C4940,PED:JSPED:C207059,,JOINT STANDARD PED,LOC_C6208171,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 147 TRUDELLE CRES,,,BU,,"R 147 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/504765,0101000000840D0CDCFE2A5AC058BF53E7223B4940,PED:JSPED:C197918,,JOINT STANDARD PED,LOC_C6199155,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 118 KRAUSS ST,,,BU,,"R 118 KRAUSS ST, REGNSK"
STRUCTURE_REG16/504769,0101000000DCE89BE8FE2A5AC020687490623B4940,PED:JSPED:C202377,,JOINT STANDARD PED,LOC_C6203558,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 62 KRAUSS ST,,,BU,,"R 62 KRAUSS ST, REGNSK"
STRUCTURE_REG16/504815,01010000001042EB07932B5AC048C31445453C4940,PED:JTPED:C197243,,JOINT SPC TRF PED,LOC_C6198475,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/504848,0101000000105FB17C192B5AC000F18B692B3B4940,PED:JTPED:C198307,,JOINT SPC TRF PED,LOC_C6199542,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/504863,010100000038123F31182B5AC0004EAB325D3B4940,PED:JSPED:C203165,,JOINT STANDARD PED,LOC_C6204336,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/504875,010100000060DF41F8BF2B5AC0484C53E8223C4940,PED:JSPED:C195156,,JOINT STANDARD PED,LOC_C6196444,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 574 HANSEN DR,,,BU,,"R 574 HANSEN DR, REGNSK"
STRUCTURE_REG16/504888,0101000000A0BA63F8022A5AC088B194B8503C4940,PED:JSPED:C224361,,JOINT STANDARD PED,LOC_C6225241,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 72 MARSHALL CRES,,,BU,,"R 72 MARSHALL CRES, REGNSK"
STRUCTURE_REG16/508041,0101000000045D02BD9E2A5AC0709B75D5A23B4940,PED:SST::9048819,,COMPANY STEEL STAKE,LOC_C6199424,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,2016,LENGTH=DEPTH,101057,S 14 MIKKELSON DR,0010,982924,BU,,"S 14 MIKKELSON DR, REGNSK"
STRUCTURE_REG16/508892,0101000000308C90C1772A5AC0F814888AF03B4940,POL:SVMST::8978417,,SERVICE MAST,LOC_8704923,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,2016,,,,0010,983961,AE,,
STRUCTURE_REG16/509362,010100000080E5D06E892A5AC0A0DA0A7BC93B4940,PED:SST::10558933,,COMPANY STEEL STAKE,LOC_C6196699,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,,,127035,,,,BU,,", REGNSK"
STRUCTURE_REG16/510464,010100000024243762442A5AC0806B1E8F323A4940,PED:SST:C257202,,COMPANY STEEL STAKE,LOC_C6257602,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,NOT IN MARTENS,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/512060,010100000088C19834F32A5AC03841BD4EA73B4940,PED:SST::8890426,,COMPANY STEEL STAKE,LOC_C6201461,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2016,LENGTH=DEPTH,100791,R 87 MIKKELSON DR,0010,982924,BU,,"R 87 MIKKELSON DR, REGNSK"
STRUCTURE_REG16/512574,0101000000A414E5196E2C5AC0682371D8FB394940,PED:JSPED::9021047,,JOINT STANDARD PED,LOC_8743636,IPL,,0,,REGNSK,,REGNSK01,SASKPOWER,2016,,,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/513812,0101000000E48069C0FC285AC0E05D6341E83A4940,PED:CPM:C199536,,COMPANY POLE MOUNTED,LOC_C6200762,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,,-,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/514292,0101000000EC0AB0A1D12B5AC04094539BF53B4940,PED:SST::9058443,,COMPANY STEEL STAKE,LOC_C6198104,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2016,LENGTH=DEPTH,100791,UNK,0010,985491,U,,"UNK, REGNSK"
STRUCTURE_REG16/518170,010100000038748CC1892C5AC060BAA9EBCA3B4940,PED:SST:C207303,,COMPANY STEEL STAKE,LOC_C6208413,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,100783,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/518206,01010000004CF47CAA632C5AC0408A40E3AC3B4940,PED:SST:C207205,,COMPANY STEEL STAKE,LOC_C6208378,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,100791,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/518842,0101000000CCEF21FFD1295AC0B8268CBCE5394940,PED:SST:C201312,,COMPANY STEEL STAKE,LOC_C6202507,PDR,REGN110455-0010,25226973,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,LENGTH=DEPTH,100783,I 5048 10TH AVE,,,BU,,"I 5048 10TH AVE, REGNSK"
STRUCTURE_REG16/519416,0101000000F0365290C12B5AC0C0C9AA33B73B4940,PED:JSPED:C200551,,JOINT STANDARD PED,LOC_C6201742,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 184 RITTER AVE,,,BU,,"R 184 RITTER AVE, REGNSK"
STRUCTURE_REG16/519675,0101000000D0DF7460F3295AC0A89F3C3B3F3A4940,PED:SST:C260594,,COMPANY STEEL STAKE,LOC_C6260972,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,101057,F 5221 DEWDNEY AVE,,,BU,,"F 5221 DEWDNEY AVE, REGNSK"
STRUCTURE_REG16/520449,010100000090CF1C738D2B5AC078F82702663C4940,PED:SST::12611082,,COMPANY STEEL STAKE,LOC_C6198169,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,,2023,,127035,,0000,820249,,,", REGNSK"
STRUCTURE_REG16/520705,0101000000247644F005295AC0B8E9DC15033A4940,PED:SST:C265270,,COMPANY STEEL STAKE,LOC_C6265586,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,LENGTH=DEPTH,100791,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/522953,01010000000C367467F1295AC0501C55C7563C4940,PED:JSPED:C224382,,JOINT STANDARD PED,LOC_C6225261,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 36 NATHAN ST,,,BU,,"R 36 NATHAN ST, REGNSK"
STRUCTURE_REG16/522954,010100000038C09E3F85295AC0B0DA213DC63B4940,PED:JSPED:C232952,,JOINT STANDARD PED,LOC_C6233682,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/523898,010100000064EF45E1FE2A5AC0E0D3956F403B4940,PED:JSPED:C197907,,JOINT STANDARD PED,LOC_C6199142,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 94 KRAUSS ST,,,BU,,"R 94 KRAUSS ST, REGNSK"
STRUCTURE_REG16/523908,0101000000483DE57AD62A5AC0B84F3C717D3B4940,PED:JSPED:C200062,,JOINT STANDARD PED,LOC_C6201281,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 20 LYONS ST,,,BU,,"R 20 LYONS ST, REGNSK"
STRUCTURE_REG16/523919,0101000000348FE726162B5AC07087BC6EDC3B4940,PED:JSPED:C204331,,JOINT STANDARD PED,LOC_C6205476,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 19 STRAUB CRES,,,BU,,"R 19 STRAUB CRES, REGNSK"
STRUCTURE_REG16/524529,0101000000B4257FEBDB2A5AC038FDAFC6DB3B4940,PED:JSPED:C202767,,JOINT STANDARD PED,LOC_C6203945,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 131 DUNSMORE DR,,,BU,,"R 131 DUNSMORE DR, REGNSK"
STRUCTURE_REG16/524548,0101000000547CA9C33D2A5AC0206B7D66503B4940,PED:SST:C233042,,COMPANY STEEL STAKE,LOC_C6233771,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,100791,R 5505 3RD AVE,,,BU,,"R 5505 3RD AVE, REGNSK"
STRUCTURE_REG16/524588,0101000000F4CC62C79E2A5AC090A7A2A1D43B4940,PED:JSPED:C198138,,JOINT STANDARD PED,LOC_C6199367,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 703 MCMANUS ST,,,BU,,"R 703 MCMANUS ST, REGNSK"
STRUCTURE_REG16/524589,01010000000494C77F732A5AC068AB917EB73A4940,PED:JSPED:C218171,,JOINT STANDARD PED,LOC_C6219120,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/524626,0101000000A86F7F7FC12A5AC0785A593D483C4940,PED:JSPED:C209142,,JOINT STANDARD PED,LOC_C6210192,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 34 TRUDELLE CRES,,,BU,,"R 34 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/524633,0101000000F45358B3722B5AC0B067AAC2C73B4940,PED:JSPED:C203261,,JOINT STANDARD PED,LOC_C6204424,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 708 SWEENEY ST,,,BU,,"R 708 SWEENEY ST, REGNSK"
STRUCTURE_REG16/524661,010100000084B11F3EDD2A5AC050C97EF2443C4940,PED:JTPED:C207128,,JOINT SPC TRF PED,LOC_C6208240,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/524665,0101000000DCB1178BB82A5AC02878F0D1EA3A4940,PED:JTPED:C210353,,JOINT SPC TRF PED,LOC_C6211377,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/524666,0101000000F8B491B8152B5AC050090B38553A4940,PED:JTPED:C223762,,JOINT SPC TRF PED,LOC_C6224639,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/528964,01010000007465639A732B5AC0E85351D3A63B4940,PED:JUPED::11242452,,JOINT TRF PED,LOC_C6199187,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,2020,,,,,,BU,,", REGNSK"
STRUCTURE_REG16/532510,0101000000644D180C6F2C5AC088CD31071E3A4940,PED:JSPED::9021351,,JOINT STANDARD PED,LOC_8744591,IPL,,0,,REGNSK,,REGNSK01,SASKPOWER,2016,,,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/534008,01010000009040D1DC4D2B5AC060251BB9F53B4940,PED:JSPED:C199679,,JOINT STANDARD PED,LOC_C6200908,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 141 READ AVE,,,BU,,"R 141 READ AVE, REGNSK"
STRUCTURE_REG16/534018,0101000000B41553CD922B5AC030151F62AD3B4940,PED:JSPED:C198624,,JOINT STANDARD PED,LOC_C6199856,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/534019,0101000000AC7E13DA972B5AC070A6ECA8F53B4940,PED:JSPED::12458444,,JOINT STANDARD PED,LOC_C6202348,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 221 READ AVE,,,,,"R 221 READ AVE, REGNSK"
STRUCTURE_REG16/535859,01010000009C506973E52A5AC078AAC1A3293C4940,PED:JSPED:C209206,,JOINT STANDARD PED,LOC_C6210252,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 86 TRUDELLE CRES,,,BU,,"R 86 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/536247,0101000000F4C05EC6CC2A5AC01074FA35EA3A4940,PED:JSPED:C210362,,JOINT STANDARD PED,LOC_C6211385,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6211 BRUNSKILL PL,,,BU,,"R 6211 BRUNSKILL PL, REGNSK"
STRUCTURE_REG16/536257,010100000070B00188702B5AC088DBED5C533A4940,PED:JSPED:C213143,,JOINT STANDARD PED,LOC_C6214147,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6810 DEWDNEY AVE,,,BU,,"R 6810 DEWDNEY AVE, REGNSK"
STRUCTURE_REG16/537945,01010000005C862AF5FF2B5AC028F6532DB33A4940,PED:JSPED:C221899,,JOINT STANDARD PED,LOC_C6222796,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1230 COURTNEY ST,,,BU,,"R 1230 COURTNEY ST, REGNSK"
STRUCTURE_REG16/538497,010100000004437E7F482B5AC0E00458B1A63B4940,PED:SST::11414606,,COMPANY STEEL STAKE,LOC_10959624,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2021,LENGTH=DEPTH,100791,,0010,104604,U,,", REGNSK"
STRUCTURE_REG16/538510,01010000009CBE7530E82A5AC0D069909B043B4940,PED:JSPED:C204990,,JOINT STANDARD PED,LOC_C6206123,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6227 5TH AVE,,,BU,,"R 6227 5TH AVE, REGNSK"
STRUCTURE_REG16/539216,0101000000C080A11E6D2B5AC0D0A66653113C4940,PED:JSPED:C196950,,JOINT STANDARD PED,LOC_C6198193,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 174 READ AVE,,,BU,,"R 174 READ AVE, REGNSK"
STRUCTURE_REG16/539222,01010000007C463561A52B5AC0D840BA45113C4940,PED:JSPED:C196895,,JOINT STANDARD PED,LOC_C6198144,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 250 READ AVE,,,BU,,"R 250 READ AVE, REGNSK"
STRUCTURE_REG16/539317,010100000088C752DF4A2B5AC0E8F75309ED3B4940,PED:SST::12446924,,COMPANY STEEL STAKE,LOC_C6209928,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2021,LENGTH=DEPTH,101057,,0010,104604,BU,,", REGNSK"
STRUCTURE_REG16/539318,0101000000F0125ADEEE2A5AC0F85E0479F53B4940,PED:SST::12448848,,COMPANY STEEL STAKE,LOC_C6212404,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2021,LENGTH=DEPTH,100783,,0010,104604,,,", REGNSK"
STRUCTURE_REG16/539857,01010000007852777C73295AC038B78F9DB63B4940,PED:JSPED::13089803,,JOINT STANDARD PED,LOC_C6197143,IPL,REGN114606,27530597,,REGNSK,,REGNSK04,SASKPOWER,2023,,,,0010,114606,BU,,", REGNSK"
STRUCTURE_REG16/540593,01010000008C7BE4F0D8295AC070EADD6EF5394940,PED:SST:C201371,,COMPANY STEEL STAKE,LOC_C6202583,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,no ap martens,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/541815,01010000003C48AA4AB62A5AC0F88CCE10063A4940,PED:SST:C220588,,COMPANY STEEL STAKE,LOC_C6221533,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,100791,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/542907,0101000000CCF48C29EA295AC068A83761CA3A4940,PED:JTPED:C342620,,JOINT SPC TRF PED,LOC_C6341797,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,2013,,,UNK,0010,966275,BU,,"UNK, REGNSK"
STRUCTURE_REG16/543505,010100000044CD2C49EB2A5AC0280330A0023B4940,PED:JSPED:C204995,,JOINT STANDARD PED,LOC_C6206127,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 141 KRAUSS ST,,,BU,,"R 141 KRAUSS ST, REGNSK"
STRUCTURE_REG16/543525,0101000000D44D6E83162B5AC0F8482822683A4940,PED:JSPED:C223308,,JOINT STANDARD PED,LOC_C6224198,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1428 MCCARTHY BLVD,,,BU,,"R 1428 MCCARTHY BLVD, REGNSK"
